tsexec_date,tsexec_time,command,resp_fname
2026-05-28,22:45:16,CTS1+adcs_identification()!,
2026-05-28,22:45:18,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-28,22:45:23,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-28,22:45:25,CTS1+obc_adc_read_vbat_voltage()!,
2026-05-28,22:45:30,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-28,22:45:39,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-28,22:45:46,CTS1+fs_get_filesystem_stats_json()!,
2026-05-28,22:45:53,CTS1+adcs_identification()!,
2026-05-28,22:46:00,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-28,22:46:07,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-28,22:46:14,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-28,22:46:28,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-28,22:46:35,CTS1+fs_get_filesystem_stats_json()!,
2026-05-28,22:46:42,CTS1+adcs_identification()!,
2026-05-28,22:46:49,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-28,22:46:56,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-28,22:47:03,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-28,22:47:17,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-28,22:47:24,CTS1+fs_get_filesystem_stats_json()!,
2026-05-28,22:47:31,CTS1+adcs_identification()!,
2026-05-28,22:47:38,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-28,22:47:45,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-28,22:47:52,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,00:13:14,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,00:13:21,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,00:13:28,CTS1+adcs_identification()!,
2026-05-29,00:13:35,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,00:13:42,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,00:13:49,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,00:14:03,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,00:14:10,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,00:14:17,CTS1+adcs_identification()!,
2026-05-29,00:14:24,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,00:14:31,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,00:14:38,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,00:14:52,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,00:14:59,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,00:15:06,CTS1+adcs_identification()!,
2026-05-29,00:15:13,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,00:15:20,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,00:15:27,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,00:15:41,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,00:15:48,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,00:15:55,CTS1+adcs_identification()!,
2026-05-29,00:16:02,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,00:16:09,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,00:16:16,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,00:16:30,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,00:16:37,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,00:16:44,CTS1+adcs_identification()!,
2026-05-29,00:16:51,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,00:16:58,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,00:17:05,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,00:17:19,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,00:17:26,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,00:17:33,CTS1+adcs_identification()!,
2026-05-29,00:17:40,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,03:25:44,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,03:25:51,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,03:25:58,CTS1+adcs_identification()!,
2026-05-29,03:26:05,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,03:26:12,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,03:26:19,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,03:26:33,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,03:26:40,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,03:26:47,CTS1+adcs_identification()!,
2026-05-29,03:26:54,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,03:27:01,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,03:27:08,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,03:27:22,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,03:27:29,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,03:27:36,CTS1+adcs_identification()!,
2026-05-29,03:27:43,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,03:27:50,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,03:27:57,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,03:28:11,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,03:28:18,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,03:28:25,CTS1+adcs_identification()!,
2026-05-29,03:28:32,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,03:28:39,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,03:28:46,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,03:29:00,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,03:29:07,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,03:29:14,CTS1+adcs_identification()!,
2026-05-29,03:29:21,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,03:29:28,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,03:29:35,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,03:29:49,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,03:29:56,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,03:30:03,CTS1+adcs_identification()!,
2026-05-29,03:30:10,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,03:30:17,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,03:30:24,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,03:30:38,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,03:30:45,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,03:30:52,CTS1+adcs_identification()!,
2026-05-29,03:30:59,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,03:31:06,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,03:31:13,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,03:31:27,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,03:31:34,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,03:31:41,CTS1+adcs_identification()!,
2026-05-29,03:31:48,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,03:31:55,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,03:32:02,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,03:32:16,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,03:32:23,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,03:32:30,CTS1+adcs_identification()!,
2026-05-29,03:32:37,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,03:32:44,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,03:32:51,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,03:33:05,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,03:33:12,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,03:33:19,CTS1+adcs_identification()!,
2026-05-29,03:33:26,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,03:33:33,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,03:33:40,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,03:33:54,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,03:34:01,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,03:34:08,CTS1+adcs_identification()!,
2026-05-29,03:34:15,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,03:34:22,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,03:34:29,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,03:34:43,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,03:34:50,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,03:34:57,CTS1+adcs_identification()!,
2026-05-29,03:35:04,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,03:35:11,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,03:35:18,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,03:35:32,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,03:35:39,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,03:35:46,CTS1+adcs_identification()!,
2026-05-29,03:35:53,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,03:36:00,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,03:36:07,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,04:59:36,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,04:59:43,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,04:59:50,CTS1+adcs_identification()!,
2026-05-29,04:59:57,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,05:00:04,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,05:00:11,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,05:00:25,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,05:00:32,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,05:00:39,CTS1+adcs_identification()!,
2026-05-29,05:00:46,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,05:00:53,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,05:01:00,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,05:01:14,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,05:01:21,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,05:01:28,CTS1+adcs_identification()!,
2026-05-29,05:01:35,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,05:01:42,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,05:01:49,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,05:02:03,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,05:02:10,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,05:02:17,CTS1+adcs_identification()!,
2026-05-29,05:02:24,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,05:02:31,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,05:02:38,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,05:02:52,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,05:02:59,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,05:03:06,CTS1+adcs_identification()!,
2026-05-29,05:03:13,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,05:03:20,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,05:03:27,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,05:03:41,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,05:03:48,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,05:03:55,CTS1+adcs_identification()!,
2026-05-29,05:04:02,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,05:04:09,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,05:04:16,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,05:04:30,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,05:04:37,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,05:04:44,CTS1+adcs_identification()!,
2026-05-29,05:04:51,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,05:04:58,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,05:05:05,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,05:05:19,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,05:05:26,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,05:05:33,CTS1+adcs_identification()!,
2026-05-29,05:05:40,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,05:05:47,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,05:05:54,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,05:06:08,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,05:06:15,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,05:06:22,CTS1+adcs_identification()!,
2026-05-29,05:06:29,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,05:06:36,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,05:06:43,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,05:06:57,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,05:07:04,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,05:07:11,CTS1+adcs_identification()!,
2026-05-29,05:07:18,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,05:07:25,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,05:07:32,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,05:07:46,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,05:07:53,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,05:08:00,CTS1+adcs_identification()!,
2026-05-29,05:08:07,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,05:08:14,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,05:08:21,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,05:08:35,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,05:08:42,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,05:08:49,CTS1+adcs_identification()!,
2026-05-29,05:08:56,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,05:09:03,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,05:09:10,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,05:09:24,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,05:09:31,CTS1+fs_get_filesystem_stats_json()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,09:19:19,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:19:26,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:19:33,CTS1+adcs_identification()!,
2026-05-29,09:19:40,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:19:47,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:19:54,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,09:20:08,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:20:15,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:20:22,CTS1+adcs_identification()!,
2026-05-29,09:20:29,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:20:36,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:20:43,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,09:20:57,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:21:04,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:21:11,CTS1+adcs_identification()!,
2026-05-29,09:21:18,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:21:25,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:21:32,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,09:21:45,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:21:46,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:21:52,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:21:53,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:21:59,CTS1+adcs_identification()!,
2026-05-29,09:22:00,CTS1+adcs_identification()!,
2026-05-29,09:22:06,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:22:07,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:22:13,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:22:14,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:22:20,CTS1+obc_adc_read_vbat_voltage()!,
2026-05-29,09:22:21,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,09:22:34,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:22:35,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:22:41,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:22:42,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:22:48,CTS1+adcs_identification()!,
2026-05-29,09:22:49,CTS1+adcs_identification()!,
2026-05-29,09:22:55,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:22:56,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:23:02,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:23:03,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:23:09,CTS1+obc_adc_read_vbat_voltage()!,
2026-05-29,09:23:10,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,09:23:23,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:23:24,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:23:30,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:23:31,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:23:37,CTS1+adcs_identification()!,
2026-05-29,09:23:38,CTS1+adcs_identification()!,
2026-05-29,09:23:44,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:23:45,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:23:51,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:23:52,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:23:58,CTS1+obc_adc_read_vbat_voltage()!,
2026-05-29,09:23:59,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,09:24:12,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:24:13,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:24:19,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:24:20,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:24:26,CTS1+adcs_identification()!,
2026-05-29,09:24:27,CTS1+adcs_identification()!,
2026-05-29,09:24:33,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:24:34,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:24:40,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:24:41,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:24:47,CTS1+obc_adc_read_vbat_voltage()!,
2026-05-29,09:24:48,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,09:25:01,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:25:02,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:25:08,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:25:09,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:25:15,CTS1+adcs_identification()!,
2026-05-29,09:25:16,CTS1+adcs_identification()!,
2026-05-29,09:25:22,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:25:23,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:25:29,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:25:30,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:25:36,CTS1+obc_adc_read_vbat_voltage()!,
2026-05-29,09:25:37,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,09:25:50,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:25:51,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:25:57,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:25:58,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:26:04,CTS1+adcs_identification()!,
2026-05-29,09:26:05,CTS1+adcs_identification()!,
2026-05-29,09:26:11,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:26:12,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:26:18,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:26:19,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:26:25,CTS1+obc_adc_read_vbat_voltage()!,
2026-05-29,09:26:26,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,09:26:39,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:26:40,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:26:46,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:26:47,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:26:53,CTS1+adcs_identification()!,
2026-05-29,09:26:54,CTS1+adcs_identification()!,
2026-05-29,09:27:00,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:27:01,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:27:07,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:27:08,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:27:14,CTS1+obc_adc_read_vbat_voltage()!,
2026-05-29,09:27:15,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,09:27:28,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:27:29,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:27:35,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:27:36,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:27:42,CTS1+adcs_identification()!,
2026-05-29,09:27:43,CTS1+adcs_identification()!,
2026-05-29,09:27:49,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:27:50,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:27:56,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
