tsexec_date,tsexec_time,command,resp_fname
2026-05-29,09:27:57,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:28:03,CTS1+obc_adc_read_vbat_voltage()!,
2026-05-29,09:28:04,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,09:28:17,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:28:18,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:28:24,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:28:25,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:28:31,CTS1+adcs_identification()!,
2026-05-29,09:28:32,CTS1+adcs_identification()!,
2026-05-29,09:28:38,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:28:39,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:28:45,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:28:46,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:28:53,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,09:29:07,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:29:14,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:29:21,CTS1+adcs_identification()!,
2026-05-29,09:29:28,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:29:35,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:29:42,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,09:29:56,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,09:30:03,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,09:30:10,CTS1+adcs_identification()!,
2026-05-29,09:30:17,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,09:30:24,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,09:30:31,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,10:57:17,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,10:57:24,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,10:57:31,CTS1+adcs_identification()!,
2026-05-29,10:57:38,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,10:57:45,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,10:57:52,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,10:58:06,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,10:58:13,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,10:58:20,CTS1+adcs_identification()!,
2026-05-29,10:58:27,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,10:58:34,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,10:58:41,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,10:58:55,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,10:59:02,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,10:59:09,CTS1+adcs_identification()!,
2026-05-29,10:59:16,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,10:59:23,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,10:59:30,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,10:59:44,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,10:59:51,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,10:59:58,CTS1+adcs_identification()!,
2026-05-29,11:00:05,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,11:00:12,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,11:00:19,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,11:00:33,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,11:00:40,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,11:00:47,CTS1+adcs_identification()!,
2026-05-29,11:00:54,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,11:01:01,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,11:01:08,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,11:01:22,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,11:01:29,CTS1+fs_get_filesystem_stats_json()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,15:33:35,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,15:33:42,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,15:33:49,CTS1+adcs_identification()!,
2026-05-29,15:33:56,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,15:34:03,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,15:34:10,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,15:34:24,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,15:34:31,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,15:34:38,CTS1+adcs_identification()!,
2026-05-29,15:34:45,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,15:34:52,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,15:34:59,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,15:35:13,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,15:35:20,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,15:35:27,CTS1+adcs_identification()!,
2026-05-29,15:35:34,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,15:35:41,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,15:35:48,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,15:36:02,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,15:36:09,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,15:36:16,CTS1+adcs_identification()!,
2026-05-29,15:36:23,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,15:36:30,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,15:36:37,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,15:36:51,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,15:36:58,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,15:37:05,CTS1+adcs_identification()!,
2026-05-29,15:37:12,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,15:37:19,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,15:37:26,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,15:37:40,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,15:37:47,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,15:37:54,CTS1+adcs_identification()!,
2026-05-29,15:38:01,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,15:38:08,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,15:38:15,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,15:38:29,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,15:38:36,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,15:38:43,CTS1+adcs_identification()!,
2026-05-29,15:38:50,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,15:38:57,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,15:39:04,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,15:39:18,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,15:39:25,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,15:39:32,CTS1+adcs_identification()!,
2026-05-29,15:39:39,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,15:39:46,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,15:39:53,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,15:40:07,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,15:40:14,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,15:40:21,CTS1+adcs_identification()!,
2026-05-29,15:40:28,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,15:40:35,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,15:40:42,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,15:40:56,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,15:41:03,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,15:41:10,CTS1+adcs_identification()!,
2026-05-29,15:41:17,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,15:41:24,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,15:41:31,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,15:41:45,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,15:41:52,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,15:41:59,CTS1+adcs_identification()!,
2026-05-29,15:42:06,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,15:42:13,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,15:42:20,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,15:42:34,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,15:42:41,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,15:42:48,CTS1+adcs_identification()!,
2026-05-29,15:42:55,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,15:43:02,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,15:43:09,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,15:43:23,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,15:43:30,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,15:43:37,CTS1+adcs_identification()!,
2026-05-29,15:43:44,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,15:43:51,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,15:43:58,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
2026-05-29,15:44:12,"CTS1+fs_list_directory_json(/,0,20)!",
2026-05-29,15:44:19,CTS1+fs_get_filesystem_stats_json()!,
2026-05-29,15:44:26,CTS1+adcs_identification()!,
2026-05-29,15:44:33,CTS1+eps_get_pbu_housekeeping_data_eng_json()!,
2026-05-29,15:44:40,CTS1+eps_get_pcu_housekeeping_data_eng_json()!,
2026-05-29,15:44:47,CTS1+obc_adc_read_vbat_voltage()!,
,,"CTS1+config_set_int_var(TCMD_require_unique_tssent,1)!",
